log2FoldChange,baseMean,padj,position,bin,product,gene,domain,phylum,class,order,family,genus,species
0.374405764,97.02322488,0.000225745,NODE_16567_length_4063_cov_23.903942_pgaptmp_000155,201005_12_DNA_mat_2_bin.12,GTP-binding protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.224909331,139.9535045,0.016684104,NODE_394_length_38483_cov_27.062246_pgaptmp_000554,201005_12_DNA_mat_2_bin.12,glutathione S-transferase N-terminal domain-containing protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.272114899,80.60550029,0.02898841,NODE_2403_length_15643_cov_30.683539_pgaptmp_000280,201005_12_DNA_mat_2_bin.12,molybdopterin-synthase adenylyltransferase MoeB,moeB,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.413381879,79.04868094,0.007884016,NODE_87_length_75234_cov_25.830684_pgaptmp_001169,201005_12_DNA_mat_2_bin.12,adenosylcobinamide-phosphate synthase CbiB,cbiB,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.259348211,171.0102323,0.005946832,NODE_10615_length_5669_cov_28.272355_pgaptmp_000010,201005_12_DNA_mat_2_bin.12,transcription initiation factor IIB 2,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.546590639,104.2596346,1.09E-06,NODE_77_length_80523_cov_24.964806_pgaptmp_001047,201005_12_DNA_mat_2_bin.12,acetyl-CoA carboxylase biotin carboxylase subunit,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.285676548,86.64714046,0.005398461,NODE_87_length_75234_cov_25.830684_pgaptmp_001173,201005_12_DNA_mat_2_bin.12,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.264352154,98.48979867,0.028678551,NODE_532_length_33947_cov_27.332674_pgaptmp_000615,201005_12_DNA_mat_2_bin.12,hemolysin family protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.378385993,87.15162459,6.73E-06,NODE_87_length_75234_cov_25.830684_pgaptmp_001172,201005_12_DNA_mat_2_bin.12,TIGR00303 family protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.594431331,116.9320814,2.41E-08,NODE_72_length_81425_cov_26.974290_pgaptmp_000980,201005_12_DNA_mat_2_bin.12,tRNA guanosine(15) transglycosylase TgtA,tgtA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.39828361,122.7752151,0.000685461,NODE_87_length_75234_cov_25.830684_pgaptmp_001145,201005_12_DNA_mat_2_bin.12,class I SAM-dependent methyltransferase,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.357416342,71.43786793,0.016444908,NODE_178_length_55561_cov_24.670342_pgaptmp_000207,201005_12_DNA_mat_2_bin.12,"2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase",NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.933273715,213.7726353,2.55E-07,NODE_532_length_33947_cov_27.332674_pgaptmp_000625,201005_12_DNA_mat_2_bin.12,ammonium transporter,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.538178315,36.06830223,0.045749976,NODE_87_length_75234_cov_25.830684_pgaptmp_001123,201005_12_DNA_mat_2_bin.12,hypothetical protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.258787154,60.99776036,0.035016804,NODE_6695_length_7939_cov_28.646753_pgaptmp_000764,201005_12_DNA_mat_2_bin.12,helix-turn-helix domain-containing protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.532586968,58.0949608,0.006188857,NODE_16508_length_4074_cov_33.028365_pgaptmp_000148,201005_12_DNA_mat_2_bin.12,sulfurtransferase,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.222261649,99.25085312,0.013418883,NODE_32_length_111022_cov_25.700406_pgaptmp_000417,201005_12_DNA_mat_2_bin.12,cell division protein FtsZ,ftsZ,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.440767368,57.71692494,0.001434835,NODE_72_length_81425_cov_26.974290_pgaptmp_000938,201005_12_DNA_mat_2_bin.12,DUF6149 family protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.250911953,60.89306489,0.011733354,NODE_2797_length_14280_cov_25.753814_pgaptmp_000313,201005_12_DNA_mat_2_bin.12,sugar nucleotidyltransferase,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.326582777,80.43424255,0.001031045,NODE_32_length_111022_cov_25.700406_pgaptmp_000395,201005_12_DNA_mat_2_bin.12,DNA polymerase/3'-5' exonuclease PolX,polX,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.348724835,109.5632448,0.000105103,NODE_77_length_80523_cov_24.964806_pgaptmp_001111,201005_12_DNA_mat_2_bin.12,PAC2 family protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.213213121,74.18158481,0.0304908,NODE_9092_length_6354_cov_28.693126_pgaptmp_001217,201005_12_DNA_mat_2_bin.12,S26 family signal peptidase,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.432638824,117.5760371,1.59E-05,NODE_366_length_39679_cov_27.374621_pgaptmp_000502,201005_12_DNA_mat_2_bin.12,GNAT family N-acetyltransferase,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.591252825,19.55748925,0.005308265,NODE_2188_length_16557_cov_25.907163_pgaptmp_000271,201005_12_DNA_mat_2_bin.12,ATP-binding cassette domain-containing protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.275650888,61.52344582,0.024070564,NODE_2797_length_14280_cov_25.753814_pgaptmp_000307,201005_12_DNA_mat_2_bin.12,exonuclease SbcCD subunit D,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.372146353,126.5217914,0.003071273,NODE_25250_length_2942_cov_37.796675_pgaptmp_000297,201005_12_DNA_mat_2_bin.12,GTP-binding protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.241919061,50.72494685,0.049944354,NODE_640_length_31035_cov_28.582247_pgaptmp_000739,201005_12_DNA_mat_2_bin.12,DUF1684 domain-containing protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.34524367,64.15880969,0.014764199,NODE_366_length_39679_cov_27.374621_pgaptmp_000493,201005_12_DNA_mat_2_bin.12,DUF655 domain-containing protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.296895798,52.13148629,0.03366243,NODE_1414_length_21143_cov_24.958839_pgaptmp_000133,201005_12_DNA_mat_2_bin.12,hypothetical protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.428717017,22.58741156,0.044602432,NODE_72_length_81425_cov_26.974290_pgaptmp_000950,201005_12_DNA_mat_2_bin.12,phosphate uptake regulator PhoU,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.273624054,81.92985807,0.041087975,NODE_1213_length_22807_cov_25.762570_pgaptmp_000064,201005_12_DNA_mat_2_bin.12,VOC family protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.636096007,58.30742125,0.002276954,NODE_1213_length_22807_cov_25.762570_pgaptmp_000054,201005_12_DNA_mat_2_bin.12,2-phospho-L-lactate transferase,cofD,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.45098226,49.94012875,0.002074522,NODE_32_length_111022_cov_25.700406_pgaptmp_000358,201005_12_DNA_mat_2_bin.12,helical backbone metal receptor,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.409879894,26.13457628,0.012782414,NODE_32_length_111022_cov_25.700406_pgaptmp_000366,201005_12_DNA_mat_2_bin.12,thioredoxin family protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.41341686,33.4404129,0.013077883,NODE_532_length_33947_cov_27.332674_pgaptmp_000617,201005_12_DNA_mat_2_bin.12,hypothetical protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.545283342,35.80455473,0.006186292,NODE_32_length_111022_cov_25.700406_pgaptmp_000353,201005_12_DNA_mat_2_bin.12,pyruvate kinase,pyk,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.434719774,37.57069127,0.024067578,NODE_549_length_33549_cov_23.668179_pgaptmp_000664,201005_12_DNA_mat_2_bin.12,EamA family transporter,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.307091603,37.94323073,0.019764409,NODE_640_length_31035_cov_28.582247_pgaptmp_000742,201005_12_DNA_mat_2_bin.12,peptide-methionine (S)-S-oxide reductase MsrA,msrA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.523880217,38.23413906,0.002934344,NODE_72_length_81425_cov_26.974290_pgaptmp_000990,201005_12_DNA_mat_2_bin.12,MBL fold metallo-hydrolase,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.31506966,61.20383773,0.012266185,NODE_19427_length_3605_cov_33.546197_pgaptmp_000234,201005_12_DNA_mat_2_bin.12,Hsp20/alpha crystallin family protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.401144935,57.66561399,0.016684104,NODE_72_length_81425_cov_26.974290_pgaptmp_000910,201005_12_DNA_mat_2_bin.12,hypothetical protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.284994711,59.80521205,0.006188857,NODE_32_length_111022_cov_25.700406_pgaptmp_000396,201005_12_DNA_mat_2_bin.12,ribonuclease BN,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.970412311,36.70724882,2.07E-06,NODE_366_length_39679_cov_27.374621_pgaptmp_000483,201005_12_DNA_mat_2_bin.12,hypothetical protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.58019056,40.38167285,8.26E-08,NODE_366_length_39679_cov_27.374621_pgaptmp_000494,201005_12_DNA_mat_2_bin.12,16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase RsmA,rsmA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.554407267,27.06465575,0.001452131,NODE_32_length_111022_cov_25.700406_pgaptmp_000402,201005_12_DNA_mat_2_bin.12,PadR family transcriptional regulator,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.611532779,21.15070428,0.022018591,NODE_32_length_111022_cov_25.700406_pgaptmp_000380,201005_12_DNA_mat_2_bin.12,DUF429 domain-containing protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.620662445,18.72190421,0.024067578,NODE_673_length_30414_cov_30.921440_pgaptmp_000778,201005_12_DNA_mat_2_bin.12,GIY-YIG nuclease family protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.492938399,34.28933232,0.007523575,NODE_549_length_33549_cov_23.668179_pgaptmp_000667,201005_12_DNA_mat_2_bin.12,UPF0058 family protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.379264552,38.6399517,0.014125553,NODE_58_length_89078_cov_13.316873_pgaptmp_002078,201007_15_DNA_mat_1_top_bin.61,hypothetical protein,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Rhodothalassiaceae,NA,NA
0.305014787,999.396605,0.00364648,NODE_4636_length_12397_cov_7.928456_pgaptmp_002704,201007_15_DNA_mat_2_bottom_bin.54,ABC transporter permease subunit,NA,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,UBA11386,NA,NA
0.321864685,984.927987,0.003573234,NODE_4636_length_12397_cov_7.928456_pgaptmp_002708,201007_15_DNA_mat_2_bottom_bin.54,cell wall metabolism sensor histidine kinase WalK,NA,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,UBA11386,NA,NA
-0.26365122,221.5956294,0.00364648,NODE_2328_length_18593_cov_7.467310_pgaptmp_001413,201007_15_DNA_mat_2_bottom_bin.54,PQQ-like beta-propeller repeat protein,NA,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,UBA11386,NA,NA
0.355220122,72.5320097,0.031081748,NODE_12708_length_6352_cov_8.351914_pgaptmp_000428,201007_15_DNA_mat_2_bottom_bin.54,PQQ-binding-like beta-propeller repeat protein,NA,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,UBA11386,NA,NA
-0.540414376,112.9064216,0.004117784,NODE_11036_length_6453_cov_6.378868_pgaptmp_000091,201007_15_DNA_mat_1_bottom_bin.96,substrate-binding protein,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,QEYE01,NA
-0.822520763,70.71023915,0.000155575,NODE_7364_length_8148_cov_5.661312_pgaptmp_002506,201007_15_DNA_mat_1_bottom_bin.96,branched-chain amino acid ABC transporter permease,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,QEYE01,NA
0.421321004,41.67079656,0.026229497,NODE_4679_length_10585_cov_5.057265_pgaptmp_001955,201007_15_DNA_mat_1_bottom_bin.96,GMC family oxidoreductase N-terminal domain-containing protein,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,QEYE01,NA
-0.534016049,44.73951086,0.04560736,NODE_3470_length_12413_cov_6.258051_pgaptmp_001574,201007_15_DNA_mat_1_bottom_bin.96,formate dehydrogenase subunit alpha,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,QEYE01,NA
-0.51884809,45.29609049,0.02441585,NODE_2864_length_13702_cov_6.007914_pgaptmp_001249,201007_15_DNA_mat_1_bottom_bin.96,deoxyribodipyrimidine photo-lyase,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,QEYE01,NA
-0.563106006,37.0412684,0.010363063,NODE_47751_length_2758_cov_4.860525_pgaptmp_002007,201007_15_DNA_mat_1_bottom_bin.96,substrate-binding protein,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,QEYE01,NA
-0.618849301,21.83484061,0.004117784,NODE_3071_length_13189_cov_6.612913_pgaptmp_001382,201007_15_DNA_mat_1_bottom_bin.96,ATP-binding cassette domain-containing protein,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,QEYE01,NA
0.748102388,14.49716926,0.01258132,NODE_24757_length_4058_cov_3.806895_pgaptmp_001096,201007_15_DNA_mat_1_bottom_bin.96,ABC transporter ATP-binding protein,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,QEYE01,NA
-0.734328394,25.63428773,0.020853297,NODE_47751_length_2758_cov_4.860525_pgaptmp_002008,201007_15_DNA_mat_1_bottom_bin.96,branched-chain amino acid ABC transporter permease,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,QEYE01,NA
0.446260056,24.515563,0.036105902,NODE_11133_length_6422_cov_6.295587_pgaptmp_000094,201007_15_DNA_mat_1_bottom_bin.96,tRNA 2-selenouridine(34) synthase MnmH,mnmH,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,QEYE01,NA
-0.738447953,15.42096695,0.025303369,NODE_7364_length_8148_cov_5.661312_pgaptmp_002510,201007_15_DNA_mat_1_bottom_bin.96,acetate--CoA ligase,acs,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,QEYE01,NA
0.498966886,10.37088106,0.01657337,NODE_14388_length_5559_cov_4.415153_pgaptmp_000403,201007_15_DNA_mat_1_bottom_bin.96,carbohydrate ABC transporter permease,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,QEYE01,NA
-1.19412971,11.0150076,0.004117784,NODE_3071_length_13189_cov_6.612913_pgaptmp_001392,201007_15_DNA_mat_1_bottom_bin.96,aconitate hydratase AcnA,acnA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,QEYE01,NA
-1.06603117,36.86298345,0.004117784,NODE_27653_length_3800_cov_4.137517_pgaptmp_001205,201007_15_DNA_mat_1_bottom_bin.96,aconitate hydratase AcnA,acnA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,QEYE01,NA
-0.929845286,11.29639581,0.007556138,NODE_7364_length_8148_cov_5.661312_pgaptmp_002507,201007_15_DNA_mat_1_bottom_bin.96,branched-chain amino acid ABC transporter permease,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,QEYE01,NA
1.065262064,11.4160579,0.004117784,NODE_35326_length_3292_cov_4.410874_pgaptmp_001610,201007_15_DNA_mat_1_bottom_bin.96,sugar ABC transporter permease,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,QEYE01,NA
-0.996567203,7.919559766,0.004117784,NODE_9291_length_7130_cov_5.611590_pgaptmp_002751,201007_15_DNA_mat_1_bottom_bin.96,formate--tetrahydrofolate ligase,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,QEYE01,NA
0.172326032,618.9097535,0.011870486,NODE_181_length_43710_cov_109.145275_pgaptmp_000665,201005_12_DNA_2_bin.48,DUF4174 domain-containing protein,NA,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber
-0.582338818,453.9890707,5.36E-05,NODE_4423_length_7201_cov_128.240274_pgaptmp_001427,201005_12_DNA_2_bin.48,cold shock domain-containing protein,NA,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber
0.731765731,303.6682314,1.40E-09,NODE_1025_length_18288_cov_110.219108_pgaptmp_000020,201005_12_DNA_2_bin.48,elongation factor G,fusA,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber
-0.287599322,449.7406935,0.000243664,NODE_285_length_35160_cov_121.528842_pgaptmp_001047,201005_12_DNA_2_bin.48,tRNA-dihydrouridine synthase,NA,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber
-0.366284151,527.0241492,0.007225386,NODE_638_length_23482_cov_102.772954_pgaptmp_001825,201005_12_DNA_2_bin.48,aconitate hydratase,NA,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber
-0.285574703,526.5880444,0.000214676,NODE_1758_length_13581_cov_110.143058_pgaptmp_000653,201005_12_DNA_2_bin.48,cytochrome c oxidase subunit 3 family protein,NA,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber
0.228623092,345.9663535,0.001732861,NODE_2680_length_10254_cov_120.732523_pgaptmp_001020,201005_12_DNA_2_bin.48,hypothetical protein,NA,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber
-0.421337315,376.7702528,0.000214676,NODE_329_length_33097_cov_111.460051_pgaptmp_001181,201005_12_DNA_2_bin.48,PKD domain-containing protein,NA,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber
0.364100875,445.0546976,5.83E-05,NODE_10524_length_3809_cov_106.629462_pgaptmp_000038,201005_12_DNA_2_bin.48,ABC transporter ATP-binding protein,NA,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber
-1.223991497,266.9342072,2.98E-18,NODE_854_length_20298_cov_98.475028_pgaptmp_002321,201005_12_DNA_2_bin.48,SusC/RagA family TonB-linked outer membrane protein,NA,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber
0.215086067,215.184104,0.049195551,NODE_2016_length_12371_cov_106.185693_pgaptmp_000802,201005_12_DNA_2_bin.48,isoaspartyl peptidase/L-asparaginase,NA,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber
-0.199600276,255.842764,0.049195551,NODE_3111_length_9277_cov_117.679354_pgaptmp_001137,201005_12_DNA_2_bin.48,PAS domain S-box protein,NA,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber
0.907239018,98.42362592,0.000137022,NODE_78_length_58748_cov_118.887806_pgaptmp_002093,201005_12_DNA_2_bin.48,CBS domain-containing protein,NA,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber
0.38950188,188.7923726,0.025174281,NODE_10378_length_3846_cov_107.471116_pgaptmp_000037,201005_12_DNA_2_bin.48,phosphoenolpyruvate synthase,ppsA,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber
0.261506522,256.1389608,0.037985931,NODE_1517_length_14786_cov_117.853031_pgaptmp_000463,201005_12_DNA_2_bin.48,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,ispE,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber
0.334517962,156.7523712,0.016690902,NODE_305_length_34147_cov_107.178810_pgaptmp_001111,201005_12_DNA_2_bin.48,30S ribosomal protein S4,rpsD,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber
-0.238680087,254.7548256,0.00548207,NODE_65_length_63003_cov_111.165708_pgaptmp_001918,201005_12_DNA_2_bin.48,acyl-CoA dehydrogenase family protein,NA,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber
0.899410318,55.02972147,5.68E-05,NODE_1004_length_18521_cov_104.769685_pgaptmp_000004,201005_12_DNA_2_bin.48,molecular chaperone DnaK,dnaK,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber
0.399215143,91.73350469,0.030951045,NODE_2794_length_9977_cov_128.218907_pgaptmp_001041,201005_12_DNA_2_bin.48,zinc-dependent metalloprotease,NA,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber
0.684793242,126.3052915,6.32E-10,NODE_305_length_34147_cov_107.178810_pgaptmp_001093,201005_12_DNA_2_bin.48,30S ribosomal protein S3,rpsC,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber
-0.395592633,133.1602967,0.000214676,NODE_353_length_31992_cov_117.514043_pgaptmp_001294,201005_12_DNA_2_bin.48,DNA polymerase III subunit beta,dnaN,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber
0.420712626,74.05955473,0.042323624,NODE_821_length_20741_cov_104.336749_pgaptmp_002157,201005_12_DNA_2_bin.48,transcription termination/antitermination protein NusG,nusG,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber
0.370482368,84.37879725,0.010519127,NODE_821_length_20741_cov_104.336749_pgaptmp_002155,201005_12_DNA_2_bin.48,50S ribosomal protein L1,rplA,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber
0.787753581,73.18413587,0.000146841,NODE_78_length_58748_cov_118.887806_pgaptmp_002092,201005_12_DNA_2_bin.48,ABC transporter ATP-binding protein/permease,NA,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber
0.666525938,73.98954417,0.000116858,NODE_5377_length_6220_cov_118.217032_pgaptmp_001623,201005_12_DNA_2_bin.48,HesA/MoeB/ThiF family protein,NA,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber
-0.32676903,94.18247807,0.045169702,NODE_5609_length_6023_cov_114.343499_pgaptmp_001683,201005_12_DNA_2_bin.48,universal stress protein,NA,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber
0.673693294,71.11152798,0.000146841,NODE_821_length_20741_cov_104.336749_pgaptmp_002154,201005_12_DNA_2_bin.48,50S ribosomal protein L10,rplJ,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber
0.588563762,45.84059032,0.002506875,NODE_10361_length_3850_cov_108.644532_pgaptmp_000034,201005_12_DNA_2_bin.48,PAS domain-containing protein,NA,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber
0.558342869,68.89527656,3.48E-08,NODE_305_length_34147_cov_107.178810_pgaptmp_001099,201005_12_DNA_2_bin.48,50S ribosomal protein L5,rplE,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber
0.505483928,166.9213567,5.73E-07,NODE_10524_length_3809_cov_106.629462_pgaptmp_000040,201005_12_DNA_2_bin.48,glycerol kinase GlpK,glpK,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber
-0.325009725,132.6877877,0.043653207,NODE_673_length_22983_cov_125.282057_pgaptmp_001949,201005_12_DNA_2_bin.48,F0F1 ATP synthase subunit beta,atpD,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber
